100 100
0 85 21
0 71 14
0 18 12
0 71 18
1 71 20
0 85 0
1 71 23
0 50 23
0 84 96
0 46 39
0 84 94
1 51 0
0 46 63
0 84 90
0 84 88
3 18 3
1 0 44
0 84 85
0 15 98
1 17 85
0 84 70
1 51 3
0 14 73
0 71 58
0 47 21
0 8 94
0 47 56
0 84 46
0 84 13
0 84 41
0 47 45
0 71 70
0 71 72
0 71 75
0 47 26
3 17 69
0 47 73
0 84 26
0 84 24
1 71 89
0 47 58
1 5 21
0 84 21
0 84 14
0 84 16
1 72 2
1 72 4
0 84 20
0 17 59
0 72 10
3 17 57
0 47 62
0 72 16
1 72 19
0 72 21
0 17 41
0 72 25
0 84 12
0 84 4
0 13 38
3 9 79
0 72 35
0 72 36
0 17 32
0 13 91
1 51 13
0 72 41
0 72 43
0 12 57
1 72 47
0 12 4
0 72 53
0 17 24
2 17 22
0 83 66
2 48 5
0 47 98
0 83 63
3 47 93
1 72 68
0 83 60
0 83 49
1 17 18
0 72 76
0 72 77
0 11 30
0 83 34
1 9 47
0 72 84
0 10 76
0 83 24
0 72 90
1 72 92
0 83 27
1 10 70
0 51 18
1 73 0
0 10 74
1 73 4
0 83 21
0 83 20
2 17 8
0 73 12
1 48 55
0 83 14
0 9 64
1 73 20
0 83 11
0 83 6
0 9 48
0 82 97
0 73 31
0 17 6
0 73 34
1 73 39
0 73 41
0 82 95
0 82 90
0 48 53
0 82 91
0 73 52
1 12 76
0 73 57
1 73 59
0 73 62
0 82 89
0 73 66
0 82 87
0 73 71
0 82 83
1 73 75
0 48 81
0 82 74
0 82 81
0 82 77
0 82 71
0 73 83
0 73 84
0 82 73
0 73 89
0 73 91
2 48 61
0 82 68
1 51 41
1 73 99
0 74 0
1 74 2
0 82 61
0 49 4
0 74 8
0 74 10
0 74 12
0 49 24
0 49 11
0 49 14
0 82 55
0 82 48
0 82 53
0 82 52
0 82 50
0 82 49
0 74 32
0 17 0
0 74 36
3 16 91
1 49 19
0 74 41
0 82 45
3 30 21
1 16 89
0 82 38
1 74 50
0 82 34
0 82 35
0 74 57
0 74 58
0 9 11
1 74 61
0 82 30
1 51 43
0 82 27
0 82 20
0 82 16
0 82 17
1 16 87
1 74 74
1 16 78
0 8 84
0 49 33
0 82 14
3 16 75
0 74 90
0 82 13
0 49 34
0 74 94
0 74 95
0 49 48
0 82 6
0 8 73
1 75 2
0 81 83
0 75 6
0 75 8
0 75 10
1 49 60
2 49 64
1 16 72
0 81 82
0 81 78
0 75 22
0 16 66
3 10 16
0 75 27
1 49 72
3 49 73
0 7 50
0 49 76
0 75 39
0 7 4
0 75 44
0 81 64
0 75 48
1 16 56
1 16 44
0 81 51
0 10 49
2 49 77
0 81 44
0 75 63
0 81 41
1 49 83
0 81 20
0 75 75
0 81 37
0 50 1
0 81 33
0 81 29
0 75 83
0 75 85
0 81 18
1 75 88
0 3 37
0 81 27
0 81 26
0 81 1
0 76 4
1 76 6
0 16 25
0 81 17
0 81 16
0 49 97
0 76 16
0 50 10
0 81 14
1 0 86
2 51 57
0 81 2
0 76 29
0 81 6
0 76 32
0 81 7
3 50 29
2 50 44
0 80 87
0 76 40
0 76 41
1 76 43
0 50 70
0 50 53
0 80 74
0 76 52
0 76 54
0 76 55
0 76 56
1 50 63
0 76 60
0 76 61
0 50 79
0 80 64
0 80 72
0 80 71
2 11 29
0 76 74
0 50 82
1 76 78
0 6 89
0 76 83
0 76 84
0 6 95
0 50 61
1 15 95
0 76 92
0 49 0
0 12 97
0 48 81
0 47 22
0 48 57
1 77 0
0 50 80
0 77 4
0 48 19
0 47 27
0 77 10
0 50 84
0 77 14
0 6 70
0 6 45
0 46 35
0 6 62
0 50 88
0 44 13
2 15 80
0 43 43
0 6 23
3 15 74
0 38 78
0 37 16
0 77 42
0 38 24
1 77 46
0 38 7
1 15 69
0 37 94
0 77 52
1 51 67
1 77 57
2 15 52
0 36 42
0 35 54
0 5 93
1 51 65
0 3 64
0 77 69
1 77 70
0 30 55
0 32 98
2 51 72
0 77 79
0 30 43
0 51 8
1 51 9
0 51 74
0 15 50
0 77 93
0 28 24
1 78 0
0 51 76
3 15 46
0 5 42
0 78 8
0 25 57
0 51 85
0 4 99
1 15 36
0 23 42
0 23 0
0 78 24
0 51 90
0 22 95
1 51 91
0 21 47
3 11 27
0 78 36
0 78 37
1 15 31
0 51 88
0 21 44
0 21 39
2 51 70
0 19 3
0 20 68
0 78 54
1 12 66
0 20 75
0 51 50
0 19 40
0 78 64
0 78 65
0 51 48
0 19 8
0 78 74
0 78 75
0 18 89
0 15 11
1 51 30
0 78 83
0 17 74
0 17 80
0 17 29
1 11 47
1 51 19
3 51 6
0 17 8
1 79 0
0 14 69
0 79 4
1 79 6
0 16 40
0 16 16
0 15 87
0 11 67
0 14 93
0 14 94
0 15 34
0 15 19
1 49 43
0 79 26
0 12 79
0 12 19
0 79 30
1 14 90
0 13 62
1 14 88
2 12 31
0 79 38
0 14 52
0 14 50
0 13 99
0 79 44
0 49 0
0 11 14
0 79 49
0 79 51
0 48 49
0 79 56
0 14 84
0 11 40
0 79 66
0 48 51
0 79 68
0 11 9
0 11 3
3 51 39
0 79 77
2 14 73
0 7 69
0 79 82
0 79 83
3 51 34
0 10 26
0 47 91
0 6 2
0 79 90
0 1 23
0 6 66
0 79 96
0 1 58
0 79 99
0 1 72
1 80 2
2 47 87
0 5 59
1 80 8
1 80 10
0 47 78
0 1 1
0 5 4
0 5 12
0 3 72
0 80 22
0 4 88
2 3 79
0 80 28
0 14 61
0 0 89
1 12 52
0 3 10
0 47 71
0 80 43
0 2 68
0 2 55
0 80 49
0 47 11
0 1 26
0 80 54
0 0 3
0 0 37
0 80 57
0 0 8
0 80 53
0 0 49
1 46 61
1 80 40
0 99 98
0 99 99
0 6 19
0 6 25
0 8 29
0 8 37
1 79 73
0 11 62
0 46 34
1 79 12
1 79 16
0 16 73
0 16 49
0 78 52
1 12 70
0 23 45
0 23 54
0 23 61
0 23 93
0 24 8
0 24 16
2 12 95
0 46 37
0 25 90
2 46 6
0 26 55
0 77 87
0 77 66
0 33 89
0 34 65
3 14 41
0 77 41
0 41 39
0 41 92
1 46 4
0 42 46
3 14 39
0 77 22
0 50 81
0 45 51
0 45 97
0 45 92
0 14 38
0 81 63
0 75 0
0 81 86
0 81 88
0 50 66
0 81 94
0 8 12
0 8 22
0 45 76
0 74 81
0 45 69
0 82 24
0 74 64
0 83 0
0 45 61
0 14 33
0 83 1
0 50 50
0 83 23
0 83 33
0 83 25
0 72 94
0 72 79
0 45 50
0 83 40
0 83 46
0 11 6
0 79 84
0 83 62
0 72 50
0 83 72
0 79 67
0 83 75
3 50 37
0 83 79
0 79 48
1 72 45
0 83 82
1 20 85
2 45 27
0 84 31
0 84 34
0 84 37
0 84 39
0 71 59
0 84 48
0 44 85
0 84 51
0 14 16
0 44 8
0 14 43
1 80 47
0 84 55
0 71 48
0 71 49
0 84 67
0 44 12
0 84 78
0 84 80
2 43 98
0 71 30
0 85 4
1 71 12
0 85 5
0 43 93
0 20 87
0 85 8
3 20 90
0 85 19
1 79 2
0 16 92
0 85 29
0 85 30
0 17 27
0 85 31
1 70 99
0 70 90
0 70 91
0 85 57
0 78 94
0 70 65
0 49 95
0 85 65
0 70 41
0 43 38
1 70 36
1 43 21
0 85 73
0 49 69
0 85 99
0 86 1
0 86 3
0 86 6
1 78 72
0 78 63
0 86 7
1 42 90
0 86 14
0 78 60
0 86 18
0 21 17
0 70 27
0 86 22
0 78 50
0 49 59
1 70 16
0 86 40
0 70 12
0 86 43
1 6 53
0 22 18
0 3 90
1 49 57
0 86 57
0 41 94
0 86 58
0 78 29
2 41 78
0 78 21
0 86 66
2 41 71
0 23 73
0 7 30
0 86 81
0 86 82
1 78 40
1 69 96
0 69 98
2 7 18
0 24 65
0 69 80
0 87 9
0 69 73
0 69 68
0 87 26
0 87 24
0 0 36
0 87 35
0 78 12
2 41 54
0 69 52
0 41 3
0 80 31
3 9 83
0 87 58
0 87 65
0 87 62
0 39 91
0 39 65
0 87 79
1 11 21
0 87 82
1 39 63
0 87 85
0 39 67
3 39 32
0 30 38
1 68 89
0 68 87
0 88 13
0 88 3
0 88 14
0 12 36
0 14 0
0 88 20
1 68 74
0 88 48
1 68 34
0 68 24
0 88 64
1 68 10
0 67 99
0 68 0
0 88 82
0 67 98
0 67 90
0 36 27
0 13 6
0 77 64
0 39 27
0 77 62
3 39 6
0 67 41
1 67 44
1 67 20
0 89 51
0 67 6
0 89 62
0 89 59
2 48 94
0 66 95
0 89 75
1 8 99
0 89 63
0 89 85
0 66 76
0 48 85
0 89 98
0 43 32
0 43 41
0 80 21
0 90 13
0 90 12
0 90 14
0 66 54
0 90 24
0 90 26
0 90 28
0 45 82
0 38 71
0 90 30
0 80 6
0 46 37
0 90 45
0 90 36
0 77 18
1 77 16
0 66 35
0 90 57
0 38 0
1 80 12
0 48 51
1 12 59
0 7 42
0 38 3
0 66 34
0 66 28
0 90 75
2 48 63
0 91 2
0 37 45
0 91 4
0 91 0
0 65 78
0 91 15
0 91 16
3 48 46
0 91 19
0 51 50
0 91 22
0 48 40
1 65 44
0 91 47
0 91 50
0 91 52
0 76 71
0 48 36
0 91 54
2 0 35
0 76 76
1 36 74
0 91 60
2 36 88
0 65 2
0 91 91
0 64 96
0 64 91
0 92 3
0 76 58
0 76 47
0 92 4
3 36 54
0 92 14
0 81 3
0 81 4
0 81 5
0 92 16
0 92 28
0 64 84
0 64 51
1 64 45
0 92 59
0 92 60
1 76 26
0 92 63
0 36 39
0 92 71
0 92 73
0 48 7
0 92 78
0 81 23
0 36 24
1 76 8
2 47 96
0 12 92
0 92 90
0 92 93
0 93 1
2 13 22
0 75 79
0 93 2
0 75 77
1 35 96
0 75 68
1 75 66
0 13 12
0 93 8
0 81 50
0 93 19
0 93 23
0 64 6
0 93 40
0 64 0
0 93 46
0 93 38
0 93 57
3 14 24
0 93 56
0 93 65
0 93 58
0 93 66
0 93 70
1 35 84
0 81 71
0 47 82
3 35 23
0 93 81
0 81 75
0 81 76
0 93 95
0 93 96
0 81 79
0 35 10
0 81 81
0 35 8
0 94 10
0 63 62
0 63 41
0 94 20
0 94 22
1 14 9
0 94 41
0 94 42
0 81 91
0 34 73
0 94 46
2 47 64
0 81 95
0 62 86
0 94 70
1 13 26
0 94 91
2 3 84
1 62 4
0 95 24
1 62 2
1 33 64
1 62 22
0 95 30
0 62 33
0 95 19
0 79 87
0 82 10
0 82 11
0 95 36
0 61 94
0 61 95
1 33 82
3 4 4
0 12 49
0 95 66
0 82 19
0 14 57
0 82 21
0 82 22
2 32 73
1 61 53
0 95 96
0 32 91
0 95 99
1 12 10
0 82 29
0 61 43
0 96 18
0 96 19
0 32 65
0 61 31
0 61 26
0 32 43
0 82 37
0 61 18
0 96 43
1 32 24
0 96 52
1 61 14
1 32 21
0 74 53
0 74 47
0 96 53
0 74 43
0 96 63
0 60 94
0 96 74
0 32 9
0 96 75
0 74 29
0 82 54
0 96 93
0 60 85
0 96 92
0 60 74
0 97 4
0 60 78
0 60 19
0 97 38
0 97 40
0 97 42
0 97 43
0 97 45
0 97 48
0 60 59
1 47 9
0 97 50
2 31 69
1 46 80
0 97 59
0 73 93
0 59 82
0 97 84
0 97 82
0 59 73
0 59 79
0 14 79
1 11 77
0 98 7
0 73 80
0 59 52
0 98 20
0 98 16
0 59 44
0 98 27
0 31 28
0 59 21
1 14 86
0 14 91
0 98 44
1 59 8
0 59 12
0 98 59
1 73 63
1 46 53
0 98 62
1 59 0
0 15 3
0 98 68
0 58 97
0 98 75
0 83 5
0 11 24
2 46 51
0 58 88
0 46 47
0 58 95
0 73 77
0 83 12
0 58 85
0 58 77
0 99 18
1 46 44
0 83 17
0 99 19
1 73 16
0 99 25
0 73 10
0 30 54
1 58 10
0 99 61
2 30 32
0 30 34
1 58 6
0 99 68
0 14 15
0 30 23
0 46 30
0 83 32
2 46 28
1 57 87
0 57 91
0 57 84
0 99 93
0 46 14
0 15 59
0 11 2
0 83 41
2 46 1
0 72 81
0 46 0
0 83 45
0 72 82
0 83 47
0 83 48
0 79 79
0 83 50
0 83 51
0 83 52
0 83 53
0 83 54
0 10 95
0 83 56
0 83 57
0 79 60
0 83 59
0 79 78
0 10 75
0 72 72
0 72 67
0 83 64
0 72 70
1 72 65
0 72 64
0 83 68
0 72 60
1 45 99
1 72 61
0 72 56
0 83 73
0 15 34
0 72 54
0 83 76
0 83 77
0 83 78
1 79 70
0 45 94
0 45 88
0 79 85
0 83 83
0 10 62
0 83 85
0 45 87
0 83 87
0 79 46
0 83 89
0 83 90
0 83 91
0 83 92
0 83 93
0 83 94
1 10 61
0 72 40
0 83 97
0 83 98
0 79 54
0 84 0
0 84 1
0 45 84
0 84 3
0 79 59
0 84 5
0 45 82
0 84 7
0 80 55
0 84 9
0 45 79
0 84 11
0 72 31
0 72 30
1 15 5
3 45 77
1 72 12
1 72 8
0 84 18
0 45 70
0 72 24
1 72 0
0 84 22
1 71 96
0 71 94
0 84 25
0 71 91
0 71 87
0 71 86
0 71 80
0 84 30
0 72 38
0 84 32
0 84 33
0 71 76
0 84 35
0 84 36
0 71 78
0 45 66
1 72 6
0 84 40
0 72 27
0 84 42
0 84 43
2 45 59
0 71 66
0 71 63
0 71 67
0 71 60
2 10 51
0 84 50
0 71 62
0 84 52
0 45 58
0 45 57
0 80 52
0 84 56
0 45 55
0 84 58
0 45 49
1 45 46
0 84 61
0 45 36
0 84 63
1 79 42
0 84 65
0 84 66
0 79 41
1 0 68
0 84 69
1 71 52
0 84 71
0 71 55
0 71 51
1 45 31
0 84 75
0 84 76
0 84 77
0 79 24
0 45 24
0 79 22
0 84 81
1 79 27
0 84 83
0 10 35
1 79 14
0 84 86
0 15 97
0 71 42
0 84 89
0 71 46
0 71 40
0 84 92
0 71 39
0 71 37
0 84 95
0 71 34
0 84 97
0 84 98
0 45 22
0 71 32
0 85 1
0 71 29
0 85 3
0 71 28
1 71 16
0 85 6
0 85 7
0 10 21
1 45 13
0 85 10
0 85 11
2 45 9
1 45 8
0 45 5
0 85 15
1 79 20
0 85 17
0 85 18
1 79 10
0 45 3
0 79 8
1 45 0
0 44 96
0 85 24
0 85 25
0 85 26
0 85 27
0 79 33
0 0 12
1 71 6
0 71 10
0 85 32
0 44 90
0 85 34
0 85 35
1 79 39
0 85 37
0 85 38
0 78 96
0 44 87
1 16 48
0 85 42
0 85 43
0 85 44
0 85 45
0 44 74
0 78 98
0 71 4
0 85 49
0 85 50
2 44 52
0 70 98
0 85 53
0 85 54
2 44 44
0 85 56
0 70 83
0 70 82
0 85 59
1 15 20
0 85 61
0 85 62
0 85 63
0 85 64
0 70 88
0 85 66
0 85 67
0 16 57
1 70 74
0 85 70
0 16 54
0 85 72
0 78 91
0 85 74
0 85 75
0 85 76
0 85 77
1 17 1
0 44 36
0 85 80
1 70 54
0 70 53
0 85 83
0 85 84
0 70 45
0 44 34
0 85 87
0 70 57
0 85 89
0 85 90
0 70 34
0 70 29
1 44 4
0 85 94
0 85 95
0 85 96
1 43 95
0 85 98
0 78 89
0 43 84
0 78 80
0 86 2
0 78 85
0 86 4
0 86 5
0 78 78
1 14 4
3 43 82
0 43 80
0 86 10
0 43 78
0 86 12
0 9 68
0 78 62
0 16 71
0 43 77
0 86 17
0 78 71
0 86 19
0 43 75
1 43 71
0 78 53
0 86 23
2 43 62
3 43 58
0 14 18
0 78 58
0 43 56
0 43 54
0 86 30
0 86 31
0 43 51
1 78 47
1 78 45
0 70 25
0 70 24
0 86 37
0 70 26
0 86 39
0 70 19
0 86 41
0 86 42
0 70 21
0 86 44
0 86 45
1 3 54
0 43 50
0 86 48
0 86 49
0 86 50
0 43 39
0 86 52
0 86 53
0 86 54
1 9 36
0 86 56
0 78 43
0 78 31
0 86 59
0 86 60
0 86 61
0 80 45
0 43 31
0 86 64
0 86 65
1 3 34
0 86 67
0 86 68
0 43 30
0 78 14
0 43 27
0 78 19
0 86 73
2 43 23
0 86 75
0 86 76
0 86 77
0 86 78
0 86 79
0 43 17
0 70 8
0 70 6
0 70 10
0 17 17
0 86 85
0 86 86
0 80 35
0 86 88
0 70 4
0 86 90
1 70 2
0 86 92
1 17 64
1 43 14
0 86 95
0 86 96
0 86 97
0 86 98
0 86 99
2 43 10
0 87 1
0 87 2
1 43 7
0 69 93
3 43 1
0 87 6
0 87 7
1 17 62
0 69 90
0 69 81
0 87 11
0 87 12
0 87 13
0 69 85
0 87 15
0 87 16
1 8 92
0 17 80
0 87 19
0 87 20
0 87 21
0 87 22
0 69 76
0 69 69
0 87 25
0 17 82
0 69 61
0 42 96
0 42 92
0 87 30
0 87 31
0 80 25
0 87 33
0 87 34
0 8 64
0 69 55
0 87 37
0 87 38
0 87 39
0 87 40
0 78 6
0 87 42
0 42 86
1 78 10
0 87 45
0 87 46
1 42 81
0 87 48
0 87 49
0 87 50
0 87 51
1 69 49
0 69 48
0 69 46
0 87 55
1 69 44
0 69 43
0 69 40
0 69 38
0 87 60
0 42 68
0 80 23
0 87 63
0 87 64
1 69 33
1 17 83
0 87 67
2 8 53
0 87 69
0 87 70
0 87 71
0 87 72
0 87 73
1 42 64
0 78 4
0 87 76
0 78 2
0 69 20
0 69 18
1 42 28
1 69 23
0 69 28
0 42 25
0 87 84
0 69 31
0 87 86
1 42 16
1 77 88
0 17 99
2 42 12
0 87 91
0 77 91
0 87 93
0 87 94
0 87 95
0 87 96
0 87 97
0 87 98
2 8 27
0 77 95
1 18 20
0 88 2
0 77 85
1 69 4
3 18 46
1 69 6
0 69 2
0 69 0
1 68 97
0 88 10
3 42 5
0 88 12
0 69 12
0 68 95
0 88 15
1 41 89
0 88 17
2 18 55
0 88 19
0 77 82
0 88 21
0 88 22
0 88 23
0 88 24
0 88 25
0 80 16
0 88 27
0 88 28
3 8 13
0 88 30
1 41 88
0 88 32
0 68 84
3 41 85
0 68 81
0 68 72
0 88 37
1 41 84
0 68 70
0 68 66
0 68 63
2 41 80
0 88 43
0 88 44
0 88 45
0 77 77
0 68 58
0 68 47
0 68 45
0 88 50
0 68 51
0 68 53
2 41 76
0 88 54
0 68 37
0 88 56
0 68 41
0 88 58
0 8 0
0 88 60
0 41 74
1 68 30
0 68 29
0 68 27
0 68 25
0 88 66
0 88 67
0 88 68
0 88 69
0 88 70
1 68 21
0 88 72
0 88 73
1 77 73
0 88 75
0 88 76
0 88 77
0 88 78
0 88 79
3 18 36
0 88 81
0 68 19
0 88 83
0 88 84
0 88 85
0 7 68
0 88 87
0 88 88
1 68 8
0 41 67
0 88 91
0 88 92
0 88 93
1 80 19
1 67 91
0 88 96
0 88 97
0 88 98
2 17 15
0 89 0
0 89 1
0 89 2
0 89 3
1 80 14
0 41 63
0 89 6
0 89 7
0 18 66
0 89 9
0 77 50
0 77 49
0 89 12
0 89 13
0 67 80
0 89 15
0 89 16
2 0 64
0 41 56
0 89 19
1 41 53
0 89 21
0 18 87
2 18 89
0 89 24
0 41 48
0 89 26
0 67 76
0 67 75
0 67 87
0 41 42
0 77 48
0 89 32
0 67 68
0 89 34
0 67 79
0 89 36
0 89 37
1 3 31
0 89 39
0 89 40
1 67 55
0 67 60
1 18 95
0 89 44
0 89 45
0 89 46
0 89 47
0 67 58
0 67 35
0 89 50
1 67 23
0 89 52
0 67 22
3 41 31
0 89 55
0 89 56
0 89 57
0 89 58
0 67 29
0 89 60
0 89 61
0 67 12
1 67 10
0 89 64
1 19 10
0 89 66
0 0 58
0 89 68
0 89 69
0 89 70
0 89 71
0 89 72
0 89 73
0 89 74
0 66 96
0 89 76
0 77 36
2 19 47
1 77 34
0 89 80
0 89 81
0 89 82
0 41 27
0 77 39
1 66 92
0 66 90
0 41 25
0 89 88
0 66 89
0 89 90
0 89 91
0 19 28
0 89 93
0 89 94
0 80 61
0 66 85
0 89 97
0 66 86
0 89 99
0 66 84
0 90 1
0 90 2
0 90 3
0 90 4
0 41 19
0 90 6
0 90 7
0 90 8
0 66 73
0 90 10
0 90 11
0 66 72
0 66 68
0 66 64
2 41 11
0 90 16
0 90 17
0 80 4
0 77 33
0 41 6
0 66 62
0 90 22
0 90 23
0 66 60
1 14 23
1 66 56
0 90 27
0 14 28
1 41 2
0 77 23
0 90 31
2 40 98
0 6 51
0 90 34
1 66 52
0 66 51
1 40 93
0 90 38
0 20 15
1 40 91
0 90 41
0 90 42
0 90 43
0 40 77
0 66 50
0 66 47
0 90 47
0 40 70
0 90 49
0 90 50
0 6 45
0 40 68
1 40 64
0 90 54
2 40 51
1 19 71
0 66 41
0 66 37
0 40 45
0 40 30
1 40 24
0 40 20
0 90 63
0 40 18
0 40 9
0 90 66
0 90 67
0 90 68
1 40 8
0 90 70
0 90 71
0 90 72
0 90 73
1 77 12
0 66 32
0 90 76
0 90 77
0 90 78
0 90 79
0 76 98
0 90 81
0 39 88
0 90 83
0 39 85
0 90 85
0 90 86
1 66 25
0 90 88
0 39 75
0 66 24
0 66 19
0 66 22
0 90 93
0 90 94
0 90 95
1 66 16
0 90 97
0 66 14
0 90 99
1 66 10
0 39 72
0 65 94
0 65 93
1 66 0
0 91 5
0 66 8
0 39 62
0 91 8
0 91 9
0 91 10
0 39 61
0 91 12
0 91 13
0 76 94
1 77 2
0 65 83
0 91 17
0 91 18
0 65 86
0 91 20
0 91 21
0 4 18
1 20 33
0 91 24
0 91 25
0 76 89
0 91 27
3 39 58
0 91 29
0 91 30
0 65 75
0 91 32
0 91 33
0 65 73
0 65 68
0 91 36
0 91 37
1 65 66
0 65 63
0 91 40
0 39 44
0 65 59
2 20 41
0 91 44
3 39 35
0 65 58
0 65 55
0 91 48
1 39 29
0 65 48
0 91 51
1 76 99
0 91 53
0 76 85
0 91 55
1 6 7
0 91 57
3 39 21
0 39 4
0 76 69
0 91 61
0 91 62
3 6 4
0 91 64
0 91 65
0 91 66
1 76 81
0 19 97
1 39 2
0 76 97
0 91 71
0 91 72
0 65 43
0 38 99
0 65 41
0 91 76
0 65 39
0 65 34
0 91 79
0 91 80
0 76 67
0 91 82
0 65 31
0 38 76
0 91 85
0 65 18
1 65 16
1 4 23
0 65 30
0 65 27
1 5 83
0 91 92
0 65 6
0 91 94
1 38 74
0 91 96
0 91 97
0 91 98
0 91 99
1 65 10
0 92 1
0 2 58
0 65 0
0 64 98
0 92 5
1 38 57
0 92 7
0 92 8
3 38 51
0 92 10
0 92 11
0 92 12
0 76 38
0 76 36
0 38 46
0 76 35
0 92 17
0 92 18
0 38 40
0 92 20
0 92 21
1 38 38
0 92 23
2 38 34
0 76 45
0 76 64
0 92 27
2 5 70
0 64 89
0 92 30
0 38 18
0 64 88
0 92 33
1 64 85
0 92 35
0 92 36
0 76 25
1 38 9
0 20 83
0 64 79
0 92 41
2 38 5
1 5 41
0 92 44
3 38 1
0 92 46
0 19 60
0 37 97
0 76 30
0 76 14
0 64 55
0 92 52
0 64 77
0 64 54
0 37 96
0 92 56
0 64 63
0 64 52
0 64 50
0 64 48
0 37 93
0 92 62
0 64 67
0 92 64
0 92 65
0 92 66
0 92 67
0 64 73
1 20 50
0 92 70
1 76 12
1 64 38
0 64 37
0 92 74
0 37 86
1 76 19
0 92 77
0 76 50
0 92 79
0 76 2
0 20 46
0 37 85
0 92 83
0 92 84
0 37 83
0 92 86
1 37 69
0 20 25
0 76 10
1 76 0
0 92 91
0 64 36
0 64 33
0 37 60
0 92 95
0 5 10
0 92 97
0 92 98
0 92 99
1 75 80
0 75 82
0 64 28
0 37 59
0 93 4
0 93 5
0 37 57
0 93 7
0 17 35
0 93 9
0 93 10
0 93 11
2 37 55
0 93 13
0 93 14
0 93 15
3 5 0
1 37 39
0 93 18
0 75 62
0 93 20
0 93 21
1 37 33
0 75 59
1 37 23
0 93 25
0 75 55
0 93 27
0 75 53
0 93 29
0 64 24
0 93 31
2 37 21
1 64 25
0 93 34
0 19 5
0 93 36
0 93 37
0 75 46
0 93 39
0 18 38
0 64 8
0 93 42
0 93 43
0 93 44
0 64 21
0 75 51
0 64 2
0 93 48
0 37 14
1 16 39
0 93 51
0 93 52
0 93 53
1 37 10
0 37 8
0 75 98
1 75 49
0 63 90
0 36 95
0 93 60
0 93 61
0 14 71
0 93 63
1 36 91
1 63 87
0 63 86
1 36 78
0 93 68
0 93 69
0 76 33
0 36 72
0 76 21
0 93 73
0 93 74
1 4 39
0 93 76
0 75 41
0 93 78
2 0 13
0 93 80
0 75 36
0 63 76
0 63 74
0 63 83
0 14 45
0 36 68
0 93 87
0 93 88
0 93 89
0 93 90
0 36 66
0 93 92
0 36 64
0 75 33
0 63 69
1 63 66
0 36 48
0 63 71
0 93 99
0 94 0
0 94 1
0 94 2
0 94 3
0 94 4
0 75 28
1 36 44
0 94 7
0 75 16
0 13 87
1 63 57
1 63 53
0 94 12
0 94 13
0 94 14
0 94 15
0 94 16
0 94 17
1 75 20
0 94 19
0 75 18
0 94 21
0 63 51
0 36 42
0 63 49
0 94 25
0 94 26
0 94 27
0 36 37
0 75 4
0 63 40
0 63 39
2 3 92
0 63 30
0 63 27
0 94 35
0 63 23
0 94 37
1 36 34
0 63 20
0 94 40
1 63 16
1 63 12
0 94 43
0 94 44
0 94 45
1 63 8
1 36 30
0 94 48
0 36 29
0 36 20
0 94 51
0 94 52
0 36 18
0 14 30
1 36 17
0 75 12
0 94 57
0 75 29
0 94 59
2 5 14
0 36 13
0 94 62
0 94 63
0 94 64
1 0 32
1 16 68
1 63 0
0 62 97
0 62 92
0 62 89
0 0 44
0 94 72
2 36 9
1 36 6
0 62 85
0 94 76
0 62 84
1 62 80
0 62 79
0 36 2
0 94 81
0 62 78
0 94 83
0 94 84
0 94 85
0 94 86
0 94 87
0 94 88
0 94 89
0 79 89
0 62 74
0 94 92
0 62 60
0 36 0
0 62 64
0 94 96
0 94 97
2 35 93
0 94 99
0 35 86
0 62 71
0 62 56
0 62 55
0 62 54
0 95 5
2 35 82
0 95 7
0 95 8
0 62 51
0 95 10
0 62 47
0 62 38
0 35 77
0 62 37
0 95 15
0 62 49
0 35 71
0 95 18
0 79 92
0 95 20
0 35 63
0 95 22
2 35 61
0 62 6
0 95 25
0 62 36
0 35 60
1 19 54
0 95 29
1 62 14
0 95 31
0 95 32
0 95 33
0 95 34
0 35 47
0 62 25
0 95 37
0 95 38
0 95 39
3 0 7
0 95 41
1 35 26
0 15 51
0 95 44
0 95 45
0 95 46
0 95 47
0 74 96
1 35 19
0 95 50
0 74 93
1 74 97
0 95 53
1 62 0
0 61 96
0 95 56
0 95 57
0 74 89
1 35 13
0 95 60
3 35 5
0 95 62
0 95 63
0 74 84
0 16 21
0 61 93
3 16 30
0 95 68
1 4 61
1 35 3
0 95 71
0 74 92
0 95 73
1 34 98
0 34 96
0 95 76
0 74 70
1 34 90
0 95 79
1 34 80
0 34 71
3 34 69
0 74 71
0 95 84
0 95 85
0 95 86
0 74 68
0 95 88
0 95 89
0 61 79
1 61 70
0 34 65
0 18 75
0 61 66
0 61 69
0 61 63
0 95 97
0 61 55
0 61 62
2 4 62
0 96 1
0 79 95
0 96 3
0 96 4
0 96 5
0 96 6
0 74 65
0 96 8
0 61 51
0 5 12
0 61 44
0 96 12
0 96 13
0 96 14
0 96 15
0 96 16
0 96 17
0 61 35
0 61 33
0 61 41
0 96 21
0 96 22
0 19 63
1 19 69
0 61 30
0 61 28
0 34 52
0 96 28
0 96 29
1 34 38
0 96 31
0 74 67
0 96 33
0 61 27
0 96 35
0 96 36
0 0 8
0 96 38
1 20 19
3 34 36
0 96 41
0 96 42
1 61 24
0 61 20
0 96 45
0 96 46
0 61 23
0 74 55
0 96 49
0 96 50
0 96 51
1 61 12
1 61 10
0 34 35
0 96 55
0 96 56
0 96 57
0 96 58
0 96 59
0 21 74
1 22 14
0 34 31
0 74 45
